BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS,BLOCK,LOT,BUILDING CLASS,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQ FT,GROSS SQ FT,YEAR BUILT
2,EAST TREMONT,07  RENTALS,2,3111,1,D1,2118 MAPES AVENUE,10460,43,0,43,"9,593","34,778",2016
2,EAST TREMONT,07  RENTALS,2,3118,156,D1,2090 CROTONA PARKWAY,10460,36,0,36,"4,496","33,310",2006
2,EAST TREMONT,07  RENTALS,2,3121,14,D1,866 EAST 178 STREET,10460,45,0,45,"8,847","32,844",2015
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1001,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1002,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1003,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1004,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1005,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1006,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1007,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1008,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1009,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1010,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1011,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1012,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1013,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1014,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1015,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,11  CONDOMINIUMS,2,3083,1016,R2,2135 CROTONA AVENUE,10457,1,0,1,0,0,2006
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2A,2955,43,C2,797 FAIRMOUNT PLACE,10460,6,0,6,"2,500","6,375",2004
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2B,2960,111,C1,863 FAIRMOUNT PLACE,10460,8,0,8,"2,501","7,449",2013
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2A,3081,4,C3,2106 HUGHES AVENUE,10457,4,0,4,"2,017","3,750",2011
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2A,3093,47,C2,1963 PROSPECT AVENUE,10457,6,0,6,"2,975","5,934",2011
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2B,3095,20,C1,2072 CROTONA AVENUE,10457,8,0,8,"2,400","6,240",2014
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2B,3097,10,C1,2144 CLINTON AVENUE,10457,9,0,9,"4,791","7,482",2013
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2A,3110,41,C2,2138 PROSPECT AVENUE,10457,6,0,6,"3,304","5,023",2012
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2B,3111,39,C1,2132 MAPES AVENUE,10460,10,0,10,"4,797","8,762",2013
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2A,3117,114,C3,1983 SOUTHERN BOULEVARD,10460,4,0,4,"1,929","3,991",2003
2,EAST TREMONT,14  4-10 FAMILY RENTALS,2B,3122,52,C1,2097 DALY AVENUE,10460,10,0,10,"2,535","6,500",2014
2,FIELDSTON,03  3-FAMILY,1,5835,3046,C0,5250 POST ROAD,10471,3,0,3,"1,392","3,108",2006
2,FIELDSTON,03  3-FAMILY,1,5835,3047,C0,5258 POST ROAD,10471,3,0,3,"1,386","3,126",2006
2,FIELDSTON,07  RENTALS,2,5814,1191,D6,6155 BROADWAY,10471,44,2,46,"10,075","45,848",2014
2,FIELDSTON,07  RENTALS,2,5835,3057,D1,5282 POST ROAD,10471,20,0,20,"5,000","23,250",2010
2,FORDHAM,03  3-FAMILY,1,3144,2,C0,2082 VALENTINE AVENUE,10457,3,0,3,"1,688","3,093",2006
2,FORDHAM,03  3-FAMILY,1,3144,3,C0,2084 VALENTINE AVENUE,10457,3,0,3,"1,739","3,093",2006
2,FORDHAM,03  3-FAMILY,1,3172,14,C0,2328 MORRIS AVENUE,10468,3,0,3,"3,250","3,900",2008
2,FORDHAM,07  RENTALS,2,3022,29,C1,2415 MARION AVENUE,10458,15,0,15,"6,292","15,020",2013
2,FORDHAM,07  RENTALS,2,3022,37,D1,2401 MARION AVENUE,10458,60,0,60,"12,000","45,221",2015
2,FORDHAM,07  RENTALS,2,3024,80,D1,385 EAST 184 STREET,10458,130,0,130,"33,266","124,888",2000
2,FORDHAM,07  RENTALS,2,3142,90,D7,1971 WEBSTER AVENUE,10457,69,1,70,"17,800","83,806",2002
2,FORDHAM,07  RENTALS,2,3146,60,D7,2339 TIEBOUT AVENUE,10458,20,1,21,"5,755","24,420",2008
2,FORDHAM,07  RENTALS,2,3149,65,D1,2017 VALENTINE AVENUE,10457,38,0,38,"6,467","24,416",2014
2,FORDHAM,07  RENTALS,2,3163,3,D7,2238 CRESTON AVENUE,10453,42,1,43,"6,000","41,481",2008
2,FORDHAM,07  RENTALS,2,3169,45,D1,2089 CRESTON AVENUE,10453,92,0,92,"14,450","92,728",2003
2,FORDHAM,07  RENTALS,2,3178,55,D1,2065 MORRIS AVENUE,10453,63,0,63,"10,842","65,028",2008
2,FORDHAM,12  CONRENTALS,2,3168,1001,RR,2605 GRAND CONCOURSE,10468,24,0,24,0,"19,871",2016
2,FORDHAM,12  CONRENTALS,2,3168,1002,RR,2605 GRAND CONCOURSE,10468,69,0,69,0,"81,802",2016
2,FORDHAM,14  4-10 FAMILY RENTALS,2B,3023,63,C1,337 EAST 188 STREET,10458,8,0,8,"2,362","6,200",2015
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2515,41,C0,1223 WOODYCREST AVENUE,10452,3,0,3,"2,181","3,669",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,138,C0,1055 SUMMIT AVENUE,10452,3,0,3,"1,418","3,415",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,139,C0,1053 SUMMIT AVENUE,10452,3,0,3,"1,813","3,430",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,140,C0,1051 SUMMIT AVENUE,10452,3,0,3,"2,012","3,430",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,141,C0,1049 SUMMIT AVENUE,10452,3,0,3,"2,012","3,430",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,142,C0,1047 SUMMIT AVENUE,10452,3,0,3,"2,012","3,430",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,145,C0,1031 SUMMIT AVENUE,10452,3,0,3,"2,188","4,050",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2523,146,C0,1029 SUMMIT AVENUE,10452,3,0,3,"2,187","4,050",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2524,6,C0,908 SUMMIT AVENUE,10452,3,0,3,"1,750","3,037",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2524,113,C0,162 WEST 162 STREET,10452,3,0,3,"1,583","3,912",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2524,206,C0,910 SUMMIT AVENUE,10452,3,0,3,"1,759","3,037",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2524,207,C0,912 SUMMIT AVENUE,10452,3,0,3,"1,842","3,037",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2526,58,C0,1089 SUMMIT AVENUE,10452,3,0,3,"1,980","2,826",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2526,159,C0,1096 UNIVERSITY AVENUE,10452,3,0,3,"1,845","3,402",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2528,57,C0,186 WEST 168 STREET,10452,3,0,3,"1,205","3,000",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2528,58,C0,184 WEST 168 STREET,10452,3,0,3,"1,098","3,000",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2528,60,C0,182 WEST 168 STREET,10452,3,0,3,"1,232","3,000",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2528,61,C0,180 WEST 168 STREET,10452,3,0,3,"1,288","3,000",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2877,350,C0,1700 UNDERCLIFF AVENUE,10453,3,0,3,"1,829","3,667",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2877,436,C0,1740 POPHAM AVENUE,10453,3,0,3,"2,500","4,080",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2877,550,C0,1810 PALISADE PLACE,10453,3,0,3,"2,556","3,813",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2878,78,C0,1644 ANDREWS AVENUE SOUTH,10453,3,0,3,"1,006","2,825",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2878,80,C0,1648 ANDREWS AVENUE SOUTH,10453,3,0,3,"1,238","3,086",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2878,81,C0,1650 ANDREWS AVENUE SOUTH,10453,3,0,3,"1,341","3,085",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,03  3-FAMILY,1,2878,82,C0,1652 ANDREWS AVENUE SOUTH,10453,3,0,3,"1,436","3,085",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2508,31,D3,1035 ANDERSON AVENUE,10452,53,0,53,"10,620","36,000",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2510,67,D7,1178 ANDERSON AVENUE,10452,17,1,18,"5,000","22,785",2008
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2511,13,D1,900 OGDEN AVENUE,10452,120,0,120,"27,600","120,472",2001
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2515,3,D1,1176 NELSON AVENUE,10452,31,0,31,"6,210","20,923",2017
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2519,1,D1,1314 NELSON AVENUE,10452,115,0,115,"27,645","110,654",2002
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2520,45,D7,1355 GRANT AVENUE,10456,44,1,45,"7,525","44,689",2016
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2520,53,D1,1345 SHAKESPEARE AVENUE,10452,39,0,39,"10,958","45,963",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2522,70,D7,1434 OGDEN AVENUE,10452,130,1,131,"30,013","110,004",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2523,165,C1,985 SUMMIT AVENUE,10452,13,0,13,"2,880","12,740",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2523,169,D9,979 SUMMIT AVENUE,10452,34,1,35,"7,151","29,606",2016
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2524,56,C1,989 OGDEN AVENUE,10452,14,0,14,"3,375","9,000",2016
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2524,57,C1,987 OGDEN AVENUE,10452,14,0,14,"3,375","9,983",2016
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2527,1,D1,1001 UNIVERSITY AVENUE,10452,89,0,89,"21,920","96,782",2004
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2531,5,D1,1314 MERRIAM AVENUE,10452,98,0,98,"24,214","96,073",2001
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2531,18,C1,1354 MERRIAM AVENUE,10452,11,0,11,"3,846","12,000",2008
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2536,15,D7,1454 UNIVERSITY AVENUE,10452,50,5,55,"10,495","25,000",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2862,6,D7,74 WEST TREMONT AVENUE,10453,34,1,35,"5,814","25,295",2015
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2869,171,D1,31 WEST TREMONT AVENUE,10453,84,0,84,"20,943","87,132",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2872,7,D1,1382 SHAKESPEARE AVENUE,10452,127,0,127,"34,815","127,774",2009
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2872,36,D1,1401 JESUP AVENUE,10452,81,0,81,"21,242","82,161",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2872,58,D1,1404 JESUP AVENUE,10452,127,0,127,"34,500","115,179",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2872,189,D1,1450 JESUP AVENUE,10452,49,0,49,"13,655","53,729",2006
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2872,320,D1,1491 MACOMBS ROAD,10452,90,0,90,"23,933","103,418",2003
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2873,13,D1,1402 NELSON AVENUE,10452,38,0,38,"7,500","24,407",2012
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2876,167,D1,1690 NELSON AVENUE,10453,33,0,33,"6,500","23,824",2013
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2876,171,D1,1698 NELSON AVENUE,10453,31,0,31,"6,222","22,314",2013
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2877,254,D1,1632 UNDERCLIFF AVENUE,10453,40,0,40,"10,000","38,840",2007
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2877,261,D7,1650 UNDERCLIFF AVENUE,10453,81,2,83,"16,261","66,368",2013
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2878,19,D7,1605 UNIVERSITY AVENUE,10453,30,1,31,"8,250","44,191",2005
2,HIGHBRIDGE/MORRIS HEIGHTS,07  RENTALS,2,2880,9,D3,1514 SEDGWICK AVENUE,10453,96,0,96,"25,360","94,430",2004
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1001,R2,1209 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1002,R2,1209 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1003,R2,1209 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1004,R2,1209 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1005,R2,1211 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1006,R2,1211 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1007,R2,1211 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1008,R2,1211 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1009,R2,1213 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1010,R2,1213 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1011,R2,1213 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1012,R2,1213 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1013,R2,1215 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1014,R2,1215 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1015,R2,1215 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1016,R2,1215 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1017,R2,1217 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1018,R2,1217 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1019,R2,1217 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1020,R2,1217 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1021,R2,1219 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1022,R2,1219 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1023,R2,1219 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1024,R2,1219 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1025,R2,1221 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1026,R2,1221 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1027,R2,1221 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,11  CONDOMINIUMS,2,2516,1028,R2,1221 NELSON AVENUE,10452,1,0,1,0,0,2005
2,HIGHBRIDGE/MORRIS HEIGHTS,13  CONDOPS,2,2875,1001,R9,150 FEATHERBED LANE,10452,48,3,51,"14,671","70,316",2009
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2523,66,C1,939 SUMMIT AVENUE,10452,8,0,8,"2,306","5,464",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2523,67,C1,935 SUMMIT AVENUE,10452,8,0,8,"2,244","5,320",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2523,68,C1,933 SUMMIT AVENUE,10452,8,0,8,"2,252","5,340",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2523,69,C1,931 SUMMIT AVENUE,10452,8,0,8,"2,231","5,300",2014
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2A,2524,104,C3,167 WEST 161 STREET,10452,4,0,4,"1,570","3,930",2003
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2A,2524,105,C3,169 WEST 161 STREET,10452,4,0,4,"1,570","3,930",2003
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2A,2524,106,C3,171 WEST 161 STREET,10452,4,0,4,"1,570","3,930",2003
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2526,62,C1,1102 UNIVERSITY AVENUE,10452,8,0,8,"2,391","5,699",2010
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2526,147,C1,1072 UNIVERSITY AVENUE,10452,10,0,10,"2,673","6,894",2017
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2A,2868,71,C3,156 MORTON PLACE,10453,4,0,4,"2,400","4,836",2011
2,HIGHBRIDGE/MORRIS HEIGHTS,14  4-10 FAMILY RENTALS,2B,2879,120,C1,1817 UNIVERSITY AVENUE,10453,8,0,8,"2,651","8,340",2017
2,HUNTS POINT,03  3-FAMILY,1,2761,112,C0,1313 SENECA AVENUE,10474,3,0,3,"2,500","4,500",2004
2,HUNTS POINT,03  3-FAMILY,1,2761,578,C0,910 BRYANT AVENUE,10474,3,0,3,"2,000","3,042",2007
2,HUNTS POINT,03  3-FAMILY,1,2765,302,C0,642A MANIDA STREET,10474,3,0,3,"2,100","3,120",2004
2,HUNTS POINT,03  3-FAMILY,1,2765,303,C0,642B MANIDA STREET,10474,3,0,3,"2,065","3,120",2004
2,HUNTS POINT,03  3-FAMILY,1,2765,304,C0,644A MANIDA STREET,10474,3,0,3,"2,065","3,120",2004
2,HUNTS POINT,03  3-FAMILY,1,2765,305,C0,644B MANIDA STREET,10474,3,0,3,"2,100","3,120",2004
2,HUNTS POINT,03  3-FAMILY,1,2765,350,C0,623 COSTER STREET,10474,3,0,3,"2,067","3,225",2004
2,HUNTS POINT,03  3-FAMILY,1,2765,351,C0,621 COSTER STREET,10474,3,0,3,"2,067","3,225",2004
2,HUNTS POINT,03  3-FAMILY,1,2766,18,C0,637 FAILE STREET,10474,3,0,3,"2,500","3,900",2001
2,HUNTS POINT,03  3-FAMILY,1,2766,118,C0,635 FAILE STREET,10474,3,0,3,"2,500","3,900",2001
2,HUNTS POINT,14  4-10 FAMILY RENTALS,2B,2762,17,C1,1212 GILBERT PLACE,10474,8,0,8,"2,500","7,322",2014
2,HUNTS POINT,14  4-10 FAMILY RENTALS,2B,2762,217,C1,1210 GILBERT PLACE,10474,8,0,8,"2,500","7,322",2016
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,4,C0,2220 GRAND AVENUE,10453,3,0,3,"1,240","3,007",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,6,C0,2222 GRAND AVENUE,10453,3,0,3,"1,240","2,944",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,8,C0,2224 GRAND AVENUE,10453,3,0,3,"1,240","2,944",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,9,C0,2228 GRAND AVENUE,10453,3,0,3,"1,240","3,082",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,108,C0,2226 GRAND AVENUE,10453,3,0,3,"1,240","2,944",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,109,C0,42 BUCHANAN PLACE,10453,3,0,3,"1,900","3,705",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3196,110,C0,40 BUCHANAN PLACE,10453,3,0,3,"1,900","3,705",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,136,C0,2545B GRAND AVENUE,10468,3,0,3,"2,120","3,420",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,137,C0,2545A GRAND AVENUE,10468,3,0,3,"2,120","3,420",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,140,C0,2541B GRAND AVENUE,10468,3,0,3,"2,120","3,420",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,141,C0,2541A GRAND AVENUE,10468,3,0,3,"2,120","3,420",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,142,C0,2539B GRAND AVENUE,10468,3,0,3,"2,120","3,420",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,147,C0,2531B GRAND AVENUE,10468,3,0,3,"1,988","3,206",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,148,C0,2531A GRAND AVENUE,10468,3,0,3,"1,988","3,206",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3214,150,C0,2529A GRAND AVENUE,10468,3,0,3,"1,988","3,206",2004
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3215,50,C0,2609 GRAND AVENUE,10468,3,0,3,"1,767","3,150",2007
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3215,58,C0,53 WEST 192 STREET,10468,3,0,3,"1,517","3,684",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3215,59,C0,55 WEST 192 STREET,10468,3,0,3,"1,517","3,684",2006
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3215,150,C0,2607 GRAND AVENUE,10468,3,0,3,"1,767","3,150",2007
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3215,151,C0,2605 GRAND AVENUE,10468,3,0,3,"1,766","3,150",2007
2,KINGSBRIDGE HTS/UNIV HTS,03  3-FAMILY,1,3225,176,C0,2313 LORING PLACE NORTH,10468,3,0,3,"2,500","3,600",2004
2,KINGSBRIDGE HTS/UNIV HTS,07  RENTALS,2,3199,7,C1,2392 GRAND AVENUE,10468,16,0,16,"5,000","15,712",2005
2,KINGSBRIDGE HTS/UNIV HTS,14  4-10 FAMILY RENTALS,2B,3204,22,C1,2536 GRAND AVENUE,10468,7,0,7,"2,292","4,784",2016
2,KINGSBRIDGE HTS/UNIV HTS,14  4-10 FAMILY RENTALS,2B,3204,23,C1,2538 GRAND AVENUE,10468,8,0,8,"2,708","5,725",2016
2,KINGSBRIDGE HTS/UNIV HTS,14  4-10 FAMILY RENTALS,2B,3207,22,C7,50 CLINTON PLACE,10453,8,1,9,"2,500","9,845",2011
2,KINGSBRIDGE HTS/UNIV HTS,14  4-10 FAMILY RENTALS,2B,3225,83,C1,2261 LORING PLACE NORTH,10468,7,0,7,"4,180","4,890",2012
2,KINGSBRIDGE HTS/UNIV HTS,14  4-10 FAMILY RENTALS,2B,3240,59,C1,166 WEST KINGSBRIDGE RD,10463,10,0,10,"2,721","7,200",2015
